raw_id,design,status,static_fingerprint,selected_site_count,config_path,build_dir,build_log
raw-086,random-flat,unsafe-nonconstant-size:72,,,,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/builds/raw-086,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/build-logs/raw-086.log
raw-087,random-worker-heavy,unsafe-nonconstant-size:72,,,,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/builds/raw-087,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/build-logs/raw-087.log
raw-088,random-flat,unsafe-nonconstant-size:72+75,,,,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/builds/raw-088,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/build-logs/raw-088.log
raw-089,random-hybrid,unsafe-nonconstant-size:72,,,,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/builds/raw-089,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/build-logs/raw-089.log
raw-090,random-size-heavy,unsafe-nonconstant-size:72,,,,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/builds/raw-090,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/build-logs/raw-090.log
raw-091,random-sync-heavy,unsafe-nonconstant-size:72,,,,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/builds/raw-091,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/build-logs/raw-091.log
raw-092,random-worker-heavy,unsafe-nonconstant-size:72+91,,,,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/builds/raw-092,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/build-logs/raw-092.log
raw-093,random-flat,unsafe-nonconstant-size:72,,,,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/builds/raw-093,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/build-logs/raw-093.log
raw-094,random-escape-heavy,unsafe-nonconstant-size:72,,,,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/builds/raw-094,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/build-logs/raw-094.log
raw-095,random-escape-heavy,unsafe-nonconstant-size:72,,,,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/builds/raw-095,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/build-logs/raw-095.log
raw-096,random-sync-heavy,unsafe-nonconstant-size:72,,,,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/builds/raw-096,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/build-logs/raw-096.log
raw-097,random-worker-heavy,unsafe-nonconstant-size:72+91,,,,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/builds/raw-097,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/build-logs/raw-097.log
raw-098,random-worker-heavy,unsafe-nonconstant-size:72,,,,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/builds/raw-098,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/build-logs/raw-098.log
raw-099,random-sync-heavy,duplicate-static:raw-047,68+69+97+98+99+100,6,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/configs/raw-099.config,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/builds/raw-099,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/build-logs/raw-099.log
raw-100,random-flat,duplicate-static:raw-004,68+90+97+98+99+100,6,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/configs/raw-100.config,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/builds/raw-100,/home/shin/arbiter/build/arbiter-bench/hotset-broad-sweep-v2-20260822-012131/build-logs/raw-100.log
