rank,candidate,cxl_over_local_pct,runtime_fingerprint
1raw-021103.52968+69+71+74
2raw-013101.91568+69+71
3raw-04399.13521+37+68+69+71+74
4raw-04697.512968+71+74
5raw-03997.224968+71+74
6raw-01478.171771
7raw-00358.709768
8raw-08258.480171
9raw-03056.109221+68+69
10raw-08153.039171+74
11raw-00450.844468
12raw-00945.31968+69
13raw-04744.840868+69
