benchmark,workload,config,repeat,mode,elapsed_sec,interval_sec,interval_ops,interval_ops_per_sec,cumulative_ops,cumulative_ops_per_sec,final,log
xindex,a,hotset-use-target,1,remote,60.0013,60.0013,1124967418,1.87491e+07,1124967418,1.87491e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
xindex,a,hotset-use-target,1,remote,120.001,59.9999,894581635,1.49097e+07,2019549053,1.68294e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
xindex,a,hotset-use-target,1,remote,180.001,60,894766723,1.49128e+07,2914315776,1.61905e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
xindex,a,hotset-use-target,1,remote,240.001,60,895157987,1.49193e+07,3809473763,1.58727e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
xindex,a,hotset-use-target,1,remote,300.001,59.9996,896185327,1.49365e+07,4705659090,1.56855e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
xindex,a,hotset-use-target,1,remote,360.002,60.0008,895656653,1.49274e+07,5601315743,1.55591e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
xindex,a,hotset-use-target,1,remote,420.004,60.0025,894541738,1.49084e+07,6495857481,1.54662e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
xindex,a,hotset-use-target,1,remote,480.001,59.9974,894304131,1.49057e+07,7390161612,1.53961e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
xindex,a,hotset-use-target,1,remote,540.003,60.0016,895829965,1.49301e+07,8285991577,1.53443e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
xindex,a,hotset-use-target,1,remote,600.001,59.9979,894715710,1.49125e+07,9180707287,1.53012e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
xindex,a,hotset-use-target,1,remote,660.001,60.0002,894894575,1.49149e+07,10075601862,1.5266e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
xindex,a,hotset-use-target,1,remote,720.001,59.9997,896202354,1.49368e+07,10971804216,1.52386e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
xindex,a,hotset-use-target,1,remote,780.002,60.0015,895799870,1.49296e+07,11867604086,1.52148e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
xindex,a,hotset-use-target,1,remote,840.002,59.9996,894494629,1.49083e+07,12762098715,1.51929e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
xindex,a,hotset-use-target,1,remote,900.064,60.0619,892837416,1.48653e+07,13654936131,1.51711e+07,1,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
