benchmark,workload,config,repeat,mode,binary,target_node,cpu_node,mem_node,threads,iteration,config_sha256,time_sec,throughput,max_rss_kb,wall_time,swaps,log,time_log,status,heap_backend,allocation_node,arena_slab_bytes,arena_reserve_bytes,arena_slot_alignment,arena_allocations,arena_peak_live,arena_assigned_bytes,arena_fallbacks,duration_seconds,arena_resident_bytes,arena_majority_node,arena_query_error_pages,throughput_sample_seconds
xindex,a,native,1,native,/home/shin/arbiter/build/arbiter-bench/xindex-hotset-auto-k1-s13/ycsb_bench-native,2,0,0,31,3,a361633e9693172821a0aae2b79afe74ce80e893433caefc29355fa7f2eee529,900.065,1.29572e+07,12398284,15:13.56,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-03-native-native/logs/xindex_a_native_r1.log,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-03-native-native/logs/xindex_a_native_r1.time,ok,native,0,2097152,4294967296,64,,,,,900,,,,60
