benchmark,workload,config,repeat,mode,elapsed_sec,interval_sec,interval_ops,interval_ops_per_sec,cumulative_ops,cumulative_ops_per_sec,final,log
xindex,a,hotset-use-local,1,local,60.0017,60.0017,958602894,1.59763e+07,958602894,1.59763e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-03-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
xindex,a,hotset-use-local,1,local,120.001,59.9995,752413315,1.25403e+07,1711016209,1.42583e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-03-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
xindex,a,hotset-use-local,1,local,180.001,59.9996,752242972,1.25375e+07,2463259181,1.36847e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-03-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
xindex,a,hotset-use-local,1,local,240.001,60.0002,752183302,1.25363e+07,3215442483,1.33976e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-03-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
xindex,a,hotset-use-local,1,local,300.001,59.9999,752437766,1.25407e+07,3967880249,1.32262e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-03-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
xindex,a,hotset-use-local,1,local,360.001,60,752257490,1.25376e+07,4720137739,1.31115e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-03-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
xindex,a,hotset-use-local,1,local,420.001,60.0005,752354219,1.25391e+07,5472491958,1.30297e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-03-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
xindex,a,hotset-use-local,1,local,480.001,59.9999,753029057,1.25505e+07,6225521015,1.29698e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-03-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
xindex,a,hotset-use-local,1,local,540.001,59.9997,754497451,1.2575e+07,6980018466,1.29259e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-03-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
xindex,a,hotset-use-local,1,local,600.004,60.0028,755055570,1.25837e+07,7735074036,1.28917e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-03-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
xindex,a,hotset-use-local,1,local,660.001,59.9974,753901978,1.25656e+07,8488976014,1.28621e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-03-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
xindex,a,hotset-use-local,1,local,720.001,59.9998,754070300,1.25679e+07,9243046314,1.28375e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-03-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
xindex,a,hotset-use-local,1,local,780.002,60.0011,753502635,1.25581e+07,9996548949,1.28161e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-03-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
xindex,a,hotset-use-local,1,local,840.001,59.9992,754094529,1.25684e+07,10750643478,1.27984e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-03-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
xindex,a,hotset-use-local,1,local,900.066,60.065,753190241,1.25396e+07,11503833719,1.27811e+07,1,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-03-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
