phase,round,position,policy,benchmark,workload,config,repeat,mode,elapsed_sec,interval_sec,interval_ops,interval_ops_per_sec,cumulative_ops,cumulative_ops_per_sec,final,log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,1140,60.0004,803069787,1.33844e+07,15573620045,1.36611e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,1200,59.9999,802896805,1.33816e+07,16376516850,1.36471e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,1260,60.0004,804230730,1.34038e+07,17180747580,1.36355e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,1320,60.002,804749221,1.3412e+07,17985496801,1.36253e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,1380,59.9977,803811134,1.33974e+07,18789307935,1.36154e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,1440,60.0016,804072118,1.34008e+07,19593380053,1.36065e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,1500,59.9983,803704411,1.33955e+07,20397084464,1.3598e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,1560,60.0006,803195705,1.33865e+07,21200280169,1.35899e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,1620,59.9993,803452404,1.3391e+07,22003732573,1.35825e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,1680,60.0005,803533477,1.33921e+07,22807266050,1.35757e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,1740,59.9996,803534336,1.33923e+07,23610800386,1.35694e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,1800,60.0014,802949962,1.33822e+07,24413750348,1.35632e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,1860,59.9986,805388202,1.34235e+07,25219138550,1.35587e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,1920,60,802978469,1.3383e+07,26022117019,1.35532e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,1980,60.0012,802121034,1.33684e+07,26824238053,1.35476e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,2040,59.9987,802946139,1.33827e+07,27627184192,1.35427e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,2100,60.0003,801770991,1.33628e+07,28428955183,1.35376e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,2160,60.0004,801512362,1.33584e+07,29230467545,1.35326e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,2220,59.9991,802860800,1.33812e+07,30033328345,1.35285e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,2280,60.0006,801664603,1.33609e+07,30834992948,1.35241e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,2340,60.0008,801402533,1.33565e+07,31636395481,1.35198e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,2400,59.9989,801550757,1.33594e+07,32437946238,1.35158e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,2460,59.9999,802720756,1.33787e+07,33240666994,1.35125e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,2520,60.0023,802916261,1.33814e+07,34043583255,1.35093e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,2580,59.9978,802786890,1.33803e+07,34846370145,1.35063e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,2640,60.0001,802376283,1.33729e+07,35648746428,1.35033e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,2700,59.9998,802081945,1.33681e+07,36450828373,1.35003e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,2760,60.0001,802500113,1.3375e+07,37253328486,1.34976e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,2820,60.0003,801216091,1.33535e+07,38054544577,1.34945e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,2880,60.0002,802732874,1.33788e+07,38857277451,1.34921e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,2940,59.9995,802300746,1.33718e+07,39659578197,1.34896e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,3000,60,802726661,1.33788e+07,40462304858,1.34874e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,3060,60.0002,802540965,1.33756e+07,41264845823,1.34852e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,3120,60,801963190,1.33661e+07,42066809013,1.34829e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,3180,60.0018,803639262,1.33936e+07,42870448275,1.34813e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,3240,59.9982,800829531,1.33476e+07,43671277806,1.34788e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,3300,60.0003,802756357,1.33792e+07,44474034163,1.3477e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,3360,59.9996,803495094,1.33917e+07,45277529257,1.34755e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,3420,59.9997,801517204,1.33587e+07,46079046461,1.34734e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,3480,60.0005,803124463,1.33853e+07,46882170924,1.34719e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,3540,59.9999,801394853,1.33566e+07,47683565777,1.34699e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,3600.05,60.0441,801997243,1.33568e+07,48485563020,1.3468e+07,1,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,07,1,native,xindex,a,native,1,native,60.0044,60.0044,990330055,1.65043e+07,990330055,1.65043e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-01-native-native/logs/xindex_a_native_r1.log
main,07,1,native,xindex,a,native,1,native,120.001,59.9963,741635442,1.23614e+07,1731965497,1.4433e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-01-native-native/logs/xindex_a_native_r1.log
main,07,1,native,xindex,a,native,1,native,180.001,60.0005,741341571,1.23556e+07,2473307068,1.37405e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-01-native-native/logs/xindex_a_native_r1.log
main,07,1,native,xindex,a,native,1,native,240.001,60,741429362,1.23572e+07,3214736430,1.33947e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-01-native-native/logs/xindex_a_native_r1.log
main,07,1,native,xindex,a,native,1,native,300.001,60.0001,740314425,1.23386e+07,3955050855,1.31834e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-01-native-native/logs/xindex_a_native_r1.log
main,07,1,native,xindex,a,native,1,native,360.002,60.0006,741264230,1.23543e+07,4696315085,1.30452e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-01-native-native/logs/xindex_a_native_r1.log
main,07,1,native,xindex,a,native,1,native,420.001,59.9994,740507779,1.23419e+07,5436822864,1.29448e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-01-native-native/logs/xindex_a_native_r1.log
main,07,1,native,xindex,a,native,1,native,480.001,60,741395860,1.23566e+07,6178218724,1.28713e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-01-native-native/logs/xindex_a_native_r1.log
main,07,1,native,xindex,a,native,1,native,540.002,60.0008,740808801,1.23466e+07,6919027525,1.2813e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-01-native-native/logs/xindex_a_native_r1.log
main,07,1,native,xindex,a,native,1,native,600.001,59.9992,740087956,1.2335e+07,7659115481,1.27652e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-01-native-native/logs/xindex_a_native_r1.log
main,07,1,native,xindex,a,native,1,native,660.001,59.9995,740913357,1.23487e+07,8400028838,1.27273e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-01-native-native/logs/xindex_a_native_r1.log
main,07,1,native,xindex,a,native,1,native,720.004,60.0033,741131213,1.23515e+07,9141160051,1.2696e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-01-native-native/logs/xindex_a_native_r1.log
main,07,1,native,xindex,a,native,1,native,780.002,59.9975,740311427,1.2339e+07,9881471478,1.26685e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-01-native-native/logs/xindex_a_native_r1.log
main,07,1,native,xindex,a,native,1,native,840.001,59.9996,740933239,1.2349e+07,10622404717,1.26457e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-01-native-native/logs/xindex_a_native_r1.log
main,07,1,native,xindex,a,native,1,native,900.067,60.0654,740916355,1.23352e+07,11363321072,1.2625e+07,1,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-01-native-native/logs/xindex_a_native_r1.log
main,07,2,auto-k1,xindex,a,hotset-use-local,1,local,60.001,60.001,1015395715,1.6923e+07,1015395715,1.6923e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,07,2,auto-k1,xindex,a,hotset-use-local,1,local,120.001,59.9998,763917653,1.2732e+07,1779313368,1.48275e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,07,2,auto-k1,xindex,a,hotset-use-local,1,local,180.001,60.0004,763896661,1.27315e+07,2543210029,1.41289e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,07,2,auto-k1,xindex,a,hotset-use-local,1,local,240.001,59.9998,764361011,1.27394e+07,3307571040,1.37815e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,07,2,auto-k1,xindex,a,hotset-use-local,1,local,300.001,59.9997,763365564,1.27228e+07,4070936604,1.35698e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,07,2,auto-k1,xindex,a,hotset-use-local,1,local,360.001,60.0006,763909626,1.27317e+07,4834846230,1.34301e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,07,2,auto-k1,xindex,a,hotset-use-local,1,local,420.001,59.9996,764667460,1.27445e+07,5599513690,1.33321e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,07,2,auto-k1,xindex,a,hotset-use-local,1,local,480.001,60.0001,763564373,1.27261e+07,6363078063,1.32564e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,07,2,auto-k1,xindex,a,hotset-use-local,1,local,540.001,59.9998,764479989,1.27414e+07,7127558052,1.31992e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,07,2,auto-k1,xindex,a,hotset-use-local,1,local,600.001,60.0006,763456250,1.27241e+07,7891014302,1.31517e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,07,2,auto-k1,xindex,a,hotset-use-local,1,local,660.001,59.9995,763404208,1.27235e+07,8654418510,1.31127e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,07,2,auto-k1,xindex,a,hotset-use-local,1,local,720.006,60.0051,764346761,1.2738e+07,9418765271,1.30815e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,07,2,auto-k1,xindex,a,hotset-use-local,1,local,780.001,59.9948,763661323,1.27288e+07,10182426594,1.30544e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,07,2,auto-k1,xindex,a,hotset-use-local,1,local,840.004,60.003,764393449,1.27392e+07,10946820043,1.30319e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,07,2,auto-k1,xindex,a,hotset-use-local,1,local,900.065,60.0611,763418800,1.27107e+07,11710238843,1.30104e+07,1,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,07,3,auto-k1,xindex,a,hotset-use-target,1,remote,60.0008,60.0008,1198569973,1.99759e+07,1198569973,1.99759e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,07,3,auto-k1,xindex,a,hotset-use-target,1,remote,120.001,60.0004,877517710,1.46252e+07,2076087683,1.73006e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,07,3,auto-k1,xindex,a,hotset-use-target,1,remote,180.001,59.9998,876285753,1.46048e+07,2952373436,1.6402e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,07,3,auto-k1,xindex,a,hotset-use-target,1,remote,240.001,60.0002,877047387,1.46174e+07,3829420823,1.59558e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,07,3,auto-k1,xindex,a,hotset-use-target,1,remote,300.001,60,877908150,1.46318e+07,4707328973,1.5691e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,07,3,auto-k1,xindex,a,hotset-use-target,1,remote,360.001,59.9999,876092160,1.46016e+07,5583421133,1.55095e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,07,3,auto-k1,xindex,a,hotset-use-target,1,remote,420.001,60,876481371,1.4608e+07,6459902504,1.53807e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,07,3,auto-k1,xindex,a,hotset-use-target,1,remote,480.001,60,877312165,1.46219e+07,7337214669,1.52858e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,07,3,auto-k1,xindex,a,hotset-use-target,1,remote,540.001,60,877921735,1.4632e+07,8215136404,1.52132e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,07,3,auto-k1,xindex,a,hotset-use-target,1,remote,600.001,59.9995,879045029,1.46509e+07,9094181433,1.5157e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,07,3,auto-k1,xindex,a,hotset-use-target,1,remote,660.001,60.0006,878064310,1.46343e+07,9972245743,1.51094e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,07,3,auto-k1,xindex,a,hotset-use-target,1,remote,720.001,59.9997,876138405,1.46024e+07,10848384148,1.50672e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,07,3,auto-k1,xindex,a,hotset-use-target,1,remote,780.001,59.9998,876653147,1.46109e+07,11725037295,1.50321e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,07,3,auto-k1,xindex,a,hotset-use-target,1,remote,840.001,60.0008,877013248,1.46167e+07,12602050543,1.50024e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,07,3,auto-k1,xindex,a,hotset-use-target,1,remote,900.065,60.0636,877236844,1.46051e+07,13479287387,1.49759e+07,1,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-07/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
