phase,round,position,policy,benchmark,workload,config,repeat,mode,elapsed_sec,interval_sec,interval_ops,interval_ops_per_sec,cumulative_ops,cumulative_ops_per_sec,final,log
main,05,1,auto-k1,xindex,a,hotset-use-target,1,remote,660.003,60.0006,787038828,1.31172e+07,8979009747,1.36045e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,05,1,auto-k1,xindex,a,hotset-use-target,1,remote,720.001,59.9978,787059911,1.31181e+07,9766069658,1.3564e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,05,1,auto-k1,xindex,a,hotset-use-target,1,remote,780.001,60.0003,787920413,1.31319e+07,10553990071,1.35307e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,05,1,auto-k1,xindex,a,hotset-use-target,1,remote,840.001,59.9998,787837713,1.31307e+07,11341827784,1.35022e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,05,1,auto-k1,xindex,a,hotset-use-target,1,remote,900.065,60.0639,787806390,1.31161e+07,12129634174,1.34764e+07,1,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,05,2,auto-k1,xindex,a,hotset-use-local,1,local,60.0011,60.0011,1034009008,1.72332e+07,1034009008,1.72332e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,05,2,auto-k1,xindex,a,hotset-use-local,1,local,120.001,60.0001,782263655,1.30377e+07,1816272663,1.51355e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,05,2,auto-k1,xindex,a,hotset-use-local,1,local,180.001,60,782877656,1.3048e+07,2599150319,1.44396e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,05,2,auto-k1,xindex,a,hotset-use-local,1,local,240.001,60,782231512,1.30372e+07,3381381831,1.4089e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,05,2,auto-k1,xindex,a,hotset-use-local,1,local,300.001,60.0003,781996248,1.30332e+07,4163378079,1.38779e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,05,2,auto-k1,xindex,a,hotset-use-local,1,local,360.003,60.0017,782606205,1.30431e+07,4945984284,1.37387e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,05,2,auto-k1,xindex,a,hotset-use-local,1,local,420.001,59.9977,782986621,1.30503e+07,5728970905,1.36404e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,05,2,auto-k1,xindex,a,hotset-use-local,1,local,480.001,60.0003,782334936,1.30388e+07,6511305841,1.35652e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,05,2,auto-k1,xindex,a,hotset-use-local,1,local,540.001,59.9998,782916477,1.30487e+07,7294222318,1.35078e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,05,2,auto-k1,xindex,a,hotset-use-local,1,local,600.001,60.0002,782825080,1.3047e+07,8077047398,1.34617e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,05,2,auto-k1,xindex,a,hotset-use-local,1,local,660.001,59.9996,783237154,1.3054e+07,8860284552,1.34247e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,05,2,auto-k1,xindex,a,hotset-use-local,1,local,720.001,60.0007,782320509,1.30385e+07,9642605061,1.33925e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,05,2,auto-k1,xindex,a,hotset-use-local,1,local,780.001,59.9996,782402008,1.30401e+07,10425007069,1.33654e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,05,2,auto-k1,xindex,a,hotset-use-local,1,local,840.001,60,782861255,1.30477e+07,11207868324,1.33427e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,05,2,auto-k1,xindex,a,hotset-use-local,1,local,900.065,60.0643,782734626,1.30316e+07,11990602950,1.33219e+07,1,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,05,3,native,xindex,a,native,1,native,60.0015,60.0015,973650318,1.62271e+07,973650318,1.62271e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-03-native-native/logs/xindex_a_native_r1.log
main,05,3,native,xindex,a,native,1,native,120.001,59.9994,777846744,1.29642e+07,1751497062,1.45957e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-03-native-native/logs/xindex_a_native_r1.log
main,05,3,native,xindex,a,native,1,native,180.001,60.0002,778162136,1.29693e+07,2529659198,1.40536e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-03-native-native/logs/xindex_a_native_r1.log
main,05,3,native,xindex,a,native,1,native,240.001,60.0004,777484499,1.2958e+07,3307143697,1.37797e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-03-native-native/logs/xindex_a_native_r1.log
main,05,3,native,xindex,a,native,1,native,300.001,59.9999,777005124,1.29501e+07,4084148821,1.36138e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-03-native-native/logs/xindex_a_native_r1.log
main,05,3,native,xindex,a,native,1,native,360.002,60.0002,777245218,1.2954e+07,4861394039,1.35038e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-03-native-native/logs/xindex_a_native_r1.log
main,05,3,native,xindex,a,native,1,native,420.001,59.9997,777717282,1.2962e+07,5639111321,1.34264e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-03-native-native/logs/xindex_a_native_r1.log
main,05,3,native,xindex,a,native,1,native,480.001,60.0002,777205567,1.29534e+07,6416316888,1.33673e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-03-native-native/logs/xindex_a_native_r1.log
main,05,3,native,xindex,a,native,1,native,540.001,59.9997,777016462,1.29503e+07,7193333350,1.3321e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-03-native-native/logs/xindex_a_native_r1.log
main,05,3,native,xindex,a,native,1,native,600.001,59.9999,778250274,1.29709e+07,7971583624,1.32859e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-03-native-native/logs/xindex_a_native_r1.log
main,05,3,native,xindex,a,native,1,native,660.001,60.0001,778247475,1.29708e+07,8749831099,1.32573e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-03-native-native/logs/xindex_a_native_r1.log
main,05,3,native,xindex,a,native,1,native,720.001,60,777314771,1.29552e+07,9527145870,1.32321e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-03-native-native/logs/xindex_a_native_r1.log
main,05,3,native,xindex,a,native,1,native,780.001,59.9998,777457641,1.29577e+07,10304603511,1.3211e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-03-native-native/logs/xindex_a_native_r1.log
main,05,3,native,xindex,a,native,1,native,840.001,60.0004,777981565,1.29663e+07,11082585076,1.31935e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-03-native-native/logs/xindex_a_native_r1.log
main,05,3,native,xindex,a,native,1,native,900.062,60.0605,778109235,1.29554e+07,11860694311,1.31776e+07,1,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-05/row-03-native-native/logs/xindex_a_native_r1.log
main,06,1,auto-k1,xindex,a,hotset-use-local,1,local,60.0008,60.0008,928334331,1.5472e+07,928334331,1.5472e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,06,1,auto-k1,xindex,a,hotset-use-local,1,local,120.001,60.0003,771872125,1.28645e+07,1700206456,1.41683e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,06,1,auto-k1,xindex,a,hotset-use-local,1,local,180.001,60.0002,772908191,1.28818e+07,2473114647,1.37394e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,06,1,auto-k1,xindex,a,hotset-use-local,1,local,240.001,59.9998,773307443,1.28885e+07,3246422090,1.35267e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,06,1,auto-k1,xindex,a,hotset-use-local,1,local,300.001,59.9998,773171854,1.28862e+07,4019593944,1.33986e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,06,1,auto-k1,xindex,a,hotset-use-local,1,local,360.001,60.0005,771998276,1.28665e+07,4791592220,1.33099e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,06,1,auto-k1,xindex,a,hotset-use-local,1,local,420.001,60,771760964,1.28627e+07,5563353184,1.3246e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,06,1,auto-k1,xindex,a,hotset-use-local,1,local,480.004,60.0023,771758990,1.28622e+07,6335112174,1.3198e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,06,1,auto-k1,xindex,a,hotset-use-local,1,local,540.001,59.9974,772807640,1.28807e+07,7107919814,1.31628e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,06,1,auto-k1,xindex,a,hotset-use-local,1,local,600.003,60.002,772361114,1.28723e+07,7880280928,1.31337e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,06,1,auto-k1,xindex,a,hotset-use-local,1,local,660.001,59.9981,772494899,1.28753e+07,8652775827,1.31102e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,06,1,auto-k1,xindex,a,hotset-use-local,1,local,720.001,59.9999,772912964,1.28819e+07,9425688791,1.30912e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,06,1,auto-k1,xindex,a,hotset-use-local,1,local,780.001,60.0001,772949902,1.28825e+07,10198638693,1.30752e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,06,1,auto-k1,xindex,a,hotset-use-local,1,local,840.001,60.0003,772225439,1.28704e+07,10970864132,1.30605e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,06,1,auto-k1,xindex,a,hotset-use-local,1,local,900.065,60.0639,772806872,1.28664e+07,11743671004,1.30476e+07,1,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,06,2,native,xindex,a,native,1,native,60.0041,60.0041,997145964,1.6618e+07,997145964,1.6618e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-02-native-native/logs/xindex_a_native_r1.log
main,06,2,native,xindex,a,native,1,native,120.001,59.997,716395355,1.19405e+07,1713541319,1.42794e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-02-native-native/logs/xindex_a_native_r1.log
main,06,2,native,xindex,a,native,1,native,180.001,60.0003,716075446,1.19345e+07,2429616765,1.34978e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-02-native-native/logs/xindex_a_native_r1.log
main,06,2,native,xindex,a,native,1,native,240.001,60,716007850,1.19335e+07,3145624615,1.31067e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-02-native-native/logs/xindex_a_native_r1.log
main,06,2,native,xindex,a,native,1,native,300.001,60.0001,716535973,1.19422e+07,3862160588,1.28738e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-02-native-native/logs/xindex_a_native_r1.log
main,06,2,native,xindex,a,native,1,native,360.001,59.9999,716594523,1.19433e+07,4578755111,1.27187e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-02-native-native/logs/xindex_a_native_r1.log
main,06,2,native,xindex,a,native,1,native,420.001,59.9996,715878087,1.19314e+07,5294633198,1.26062e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-02-native-native/logs/xindex_a_native_r1.log
main,06,2,native,xindex,a,native,1,native,480.001,60.0005,716299941,1.19382e+07,6010933139,1.25227e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-02-native-native/logs/xindex_a_native_r1.log
main,06,2,native,xindex,a,native,1,native,540.001,59.9995,716138934,1.19358e+07,6727072073,1.24575e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-02-native-native/logs/xindex_a_native_r1.log
main,06,2,native,xindex,a,native,1,native,600.001,60.0002,717401873,1.19567e+07,7444473946,1.24074e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-02-native-native/logs/xindex_a_native_r1.log
main,06,2,native,xindex,a,native,1,native,660.001,59.9999,716123744,1.19354e+07,8160597690,1.23645e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-02-native-native/logs/xindex_a_native_r1.log
main,06,2,native,xindex,a,native,1,native,720.003,60.0014,715733686,1.19286e+07,8876331376,1.23282e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-02-native-native/logs/xindex_a_native_r1.log
main,06,2,native,xindex,a,native,1,native,780.001,59.9986,716375296,1.19399e+07,9592706672,1.22983e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-02-native-native/logs/xindex_a_native_r1.log
main,06,2,native,xindex,a,native,1,native,840.002,60.0005,716789760,1.19464e+07,10309496432,1.22732e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-02-native-native/logs/xindex_a_native_r1.log
main,06,2,native,xindex,a,native,1,native,900.069,60.0679,716301750,1.19249e+07,11025798182,1.22499e+07,1,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-02-native-native/logs/xindex_a_native_r1.log
main,06,3,auto-k1,xindex,a,hotset-use-target,1,remote,60.0008,60.0008,1042933892,1.7382e+07,1042933892,1.7382e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,06,3,auto-k1,xindex,a,hotset-use-target,1,remote,120.001,60.0005,873311371,1.45551e+07,1916245263,1.59685e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,06,3,auto-k1,xindex,a,hotset-use-target,1,remote,180.001,60,871841590,1.45307e+07,2788086853,1.54893e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,06,3,auto-k1,xindex,a,hotset-use-target,1,remote,240.002,60.0005,871745430,1.4529e+07,3659832283,1.52492e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,06,3,auto-k1,xindex,a,hotset-use-target,1,remote,300.004,60.002,876016817,1.45998e+07,4535849100,1.51193e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,06,3,auto-k1,xindex,a,hotset-use-target,1,remote,360.001,59.9973,876824753,1.46144e+07,5412673853,1.50352e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,06,3,auto-k1,xindex,a,hotset-use-target,1,remote,420.001,59.9999,873572802,1.45596e+07,6286246655,1.49672e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,06,3,auto-k1,xindex,a,hotset-use-target,1,remote,480.001,60.0002,871818257,1.45303e+07,7158064912,1.49126e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,06,3,auto-k1,xindex,a,hotset-use-target,1,remote,540.001,59.9995,872720561,1.45455e+07,8030785473,1.48718e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,06,3,auto-k1,xindex,a,hotset-use-target,1,remote,600.001,60.0002,871845223,1.45307e+07,8902630696,1.48377e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,06,3,auto-k1,xindex,a,hotset-use-target,1,remote,660.003,60.0024,872762454,1.45455e+07,9775393150,1.48111e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,06,3,auto-k1,xindex,a,hotset-use-target,1,remote,720.001,59.9979,870775820,1.45134e+07,10646168970,1.47863e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,06,3,auto-k1,xindex,a,hotset-use-target,1,remote,780.001,59.9998,871833213,1.45306e+07,11518002183,1.47667e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,06,3,auto-k1,xindex,a,hotset-use-target,1,remote,840.001,59.9999,871819441,1.45303e+07,12389821624,1.47498e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,06,3,auto-k1,xindex,a,hotset-use-target,1,remote,900.063,60.0625,871791884,1.45148e+07,13261613508,1.47341e+07,1,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-06/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,60.0006,60.0006,1105593611,1.84264e+07,1105593611,1.84264e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,120.001,60.0009,804596992,1.34097e+07,1910190603,1.59181e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,180.001,59.9994,803952475,1.33993e+07,2714143078,1.50785e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,240.002,60.0015,803815589,1.33966e+07,3517958667,1.4658e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,300.002,60.0001,803203316,1.33867e+07,4321161983,1.44038e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,360.001,59.9987,803694831,1.33952e+07,5124856814,1.42357e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,420.002,60.0013,803631525,1.33936e+07,5928488339,1.41154e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,480.001,59.9985,804017829,1.34006e+07,6732506168,1.4026e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,540.001,60,803338496,1.3389e+07,7535844664,1.39552e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,600.001,60.0001,803916111,1.33986e+07,8339760775,1.38996e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,660.001,59.9995,803901861,1.33985e+07,9143662636,1.3854e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,720.001,60.0005,803670346,1.33944e+07,9947332982,1.38157e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,780.001,59.9999,803688960,1.33948e+07,10751021942,1.37833e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,840.003,60.0021,804781721,1.34126e+07,11555803663,1.37569e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,900.001,59.9984,803366912,1.33898e+07,12359170575,1.37324e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,960.002,60.0009,802976421,1.33827e+07,13162146996,1.37105e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,1020,59.9989,804124746,1.34023e+07,13966271742,1.36924e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
soak,after-06,1,auto-k1,xindex,a,hotset-use-target,1,remote,1080,59.9994,804278516,1.34048e+07,14770550258,1.36764e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/soak/round-after-06/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
