benchmark,workload,config,repeat,mode,elapsed_sec,interval_sec,interval_ops,interval_ops_per_sec,cumulative_ops,cumulative_ops_per_sec,final,log
xindex,a,native,1,native,60.0045,60.0045,1026454369,1.71063e+07,1026454369,1.71063e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-01-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,120.001,59.9968,751529773,1.25262e+07,1777984142,1.48164e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-01-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,180.001,60,750534155,1.25089e+07,2528518297,1.40472e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-01-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,240.001,60,751359238,1.25227e+07,3279877535,1.36661e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-01-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,300.001,60.0002,751286994,1.25214e+07,4031164529,1.34371e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-01-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,360.001,59.9995,751280390,1.25214e+07,4782444919,1.32845e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-01-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,420.001,60.0004,751747521,1.2529e+07,5534192440,1.31766e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-01-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,480.001,59.9999,751485150,1.25248e+07,6285677590,1.30951e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-01-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,540.001,59.9996,750784068,1.25131e+07,7036461658,1.30305e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-01-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,600.001,60.0001,751461916,1.25243e+07,7787923574,1.29799e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-01-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,660.001,60.0001,751435617,1.25239e+07,8539359191,1.29384e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-01-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,720.001,60.0002,751567991,1.25261e+07,9290927182,1.2904e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-01-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,780.001,59.9998,751547580,1.25258e+07,10042474762,1.28749e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-01-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,840.001,60.0002,751769446,1.25295e+07,10794244208,1.28503e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-01-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,900.067,60.0655,751262049,1.25074e+07,11545506257,1.28274e+07,1,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-04/row-01-native-native/logs/xindex_a_native_r1.log
