benchmark,workload,config,repeat,mode,elapsed_sec,interval_sec,interval_ops,interval_ops_per_sec,cumulative_ops,cumulative_ops_per_sec,final,log
xindex,a,native,1,native,60.0013,60.0013,1019601977,1.6993e+07,1019601977,1.6993e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-02-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,120.001,59.9999,748582332,1.24764e+07,1768184309,1.47347e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-02-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,180.001,60.0001,748056843,1.24676e+07,2516241152,1.3979e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-02-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,240.001,59.9996,747962408,1.24661e+07,3264203560,1.36008e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-02-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,300.001,60.0003,747320582,1.24553e+07,4011524142,1.33717e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-02-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,360.001,60,748228210,1.24705e+07,4759752352,1.32215e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-02-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,420.001,59.9999,748223169,1.24704e+07,5507975521,1.31142e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-02-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,480.001,60,748092877,1.24682e+07,6256068398,1.30334e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-02-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,540.001,60.0001,748379415,1.2473e+07,7004447813,1.29712e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-02-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,600.001,60.0001,747283917,1.24547e+07,7751731730,1.29195e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-02-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,660.001,59.9999,748556555,1.2476e+07,8500288285,1.28792e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-02-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,720.001,59.9996,747714088,1.2462e+07,9248002373,1.28444e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-02-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,780.001,60,747288252,1.24548e+07,9995290625,1.28145e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-02-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,840.001,60.0007,746865852,1.24476e+07,10742156477,1.27883e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-02-native-native/logs/xindex_a_native_r1.log
xindex,a,native,1,native,900.066,60.0642,747473539,1.24446e+07,11489630016,1.27653e+07,1,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-02-native-native/logs/xindex_a_native_r1.log
