benchmark,workload,config,repeat,mode,binary,target_node,cpu_node,mem_node,threads,iteration,config_sha256,time_sec,throughput,max_rss_kb,wall_time,swaps,log,time_log,status,heap_backend,allocation_node,arena_slab_bytes,arena_reserve_bytes,arena_slot_alignment,arena_allocations,arena_peak_live,arena_assigned_bytes,arena_fallbacks,duration_seconds,arena_resident_bytes,arena_majority_node,arena_query_error_pages,throughput_sample_seconds
xindex,a,hotset-use-local,1,local,/home/shin/arbiter/build/arbiter-bench/xindex-hotset-auto-k1-s13/ycsb_bench-arbiter,2,0,0,31,3,a361633e9693172821a0aae2b79afe74ce80e893433caefc29355fa7f2eee529,900.068,1.28151e+07,12637100,15:12.88,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-03-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-03-auto-k1-local/logs/xindex_a_hotset-use-local_r1.time,ok,arena,0,2097152,4294967296,64,8355903,8355903,1071644672,0,900,1069555712,0,0,60
